,trouble_ticket_id,Cause_code,acc,account,acct,acknowledge,active,address,addressing,advice,advise,advised
1,1-WTJASD,Clear While Localising,0,1,1,0,1,3,1,1,0,0
2,1-WTJ924,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
3,1-WTJPNC,Drop Fiber Damage,1,2,1,0,1,3,1,0,0,0
4,1-WTGIQE,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
5,1-WTI5UQ,VDSL Modem Faulty,1,2,1,0,1,2,1,2,0,1
6,1-WTDQ9Q,AccessNetwork_Failure,0,4,1,0,1,2,1,1,0,1
7,1-WTFZ2N,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
8,1-WTCXHB,TM_CPE_PG Config Problem,0,2,1,0,1,2,1,1,0,2
9,1-WTCNKV,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
10,1-WTCH37,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
11,1-WTAWUC,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
12,1-WTCRT6,TM_FTB FASC Connector Faulty,0,1,1,0,1,2,1,3,0,0
13,1-WT97CR,Clear While Localising,1,2,1,0,1,3,1,0,0,0
14,1-WT8XU8,STB_Faulty,0,1,2,0,1,4,1,3,0,0
15,1-WT8NSR,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
16,1-WT9WA8,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
17,1-WT8EOX,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,0
18,1-WT76H0,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
19,1-WT81V1,Cust_PC Issue/Faulty,0,3,1,1,1,2,1,3,3,0
20,1-WT5791,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
21,1-WSX2GO,TM_CPE_PG Config Problem,0,1,1,0,1,3,1,1,0,0
22,1-WSYWHF,TM_CPE_PG Config Problem,0,1,1,0,1,2,1,3,0,0
23,1-WSUMSK,Other_Fault,1,2,1,0,1,3,1,0,0,0
24,1-WSXF7V,Clear While Localising,0,1,2,0,1,4,1,3,0,0
25,1-WSW6ES,Clear While Localising,1,2,1,0,1,2,1,2,0,1
26,1-WSVBBV,Caused By NTT,0,4,1,0,1,2,1,1,0,1
27,1-WSWYYC,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
28,1-WSRFGI,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
29,1-WSR6BQ,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
30,1-WSQN4N,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
31,1-WSNJRR,EQMT_GE port faulty,0,1,1,0,1,3,1,1,0,0
32,1-WSMV6J,Caused By NTT,0,1,1,0,1,2,1,3,0,0
33,1-WSM9VP,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
34,1-WSK8ES,EQMT_GE port faulty,0,1,2,0,1,4,1,3,0,0
35,1-WSL5XG,*MSAN_ForceMajure,1,2,1,0,1,2,1,2,0,1
36,1-WSJCT0,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
37,1-WSJ74V,Clear While Localising,0,4,1,0,1,2,1,1,0,0
38,1-WSJYGG,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
39,1-WSGSW7,Caused By NTT,0,3,1,1,1,2,1,3,3,0
40,1-WSIXRM,Clear While Localising,0,1,1,0,0,2,0,2,0,0
41,1-WSIUHK,Caused By NTT,0,1,1,0,1,3,1,1,0,0
42,1-WS1BXQ,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
43,1-WS7274,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
44,1-WS57VK,VDSL Modem Faulty,0,1,2,0,1,4,1,3,0,0
45,1-WS1BNA,Caused By NTT,1,2,1,0,1,2,1,2,0,1
46,1-WRXVM0,TM_CPE_IW_RJ11 Faulty,0,4,1,0,1,2,1,1,0,1
47,1-WS2VY8,Caused By NTT,0,4,1,0,1,2,1,1,0,0
48,1-WS2QHU,Caused By NTT,0,2,1,0,1,2,1,1,0,2
49,1-WS1Q62,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
50,1-WRYPGN,Caused By NTT,0,1,1,0,0,2,0,2,0,0
51,1-WS28XF,Clear While Localising,0,1,1,0,1,3,1,1,0,0
52,1-WRXMF9,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
53,1-WRT8AN,User_Account,1,2,1,0,1,3,1,0,0,0
54,1-WRV13O,TM_CPE_IW_RJ11 Faulty,0,1,2,0,1,4,1,3,0,0
55,1-WRWWD8,Other_Fault,1,2,1,0,1,2,1,2,0,1
56,1-WRVIDB,Clear While Localising,0,4,1,0,1,2,1,1,0,1
57,1-WRVIYS,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
58,1-WRVSBQ,Caused By NTT,0,2,1,0,1,2,1,1,0,2
59,1-WRRFGM,Caused By NTT,0,3,1,1,1,2,1,3,3,0
60,1-WRNF2Z,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
61,1-WRRZ0J,Caused By NTT,0,1,1,0,1,3,1,1,0,0
62,1-WRRWVN,Caused By NTT,0,1,1,0,1,2,1,3,0,0
63,1-WRRWWC,HomePlug_Faulty,1,2,1,0,1,3,1,0,0,0
64,1-WRNEXI,Caused By NTT,0,1,2,0,1,4,1,3,0,0
65,1-WRQ2JY,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
66,1-WRRGFM,Clear While Localising,0,4,1,0,1,2,1,1,0,1
67,1-WRQ77W,Caused By NTT,0,4,1,0,1,2,1,1,0,0
68,1-WRO6MC,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
69,1-WRNVHU,Other_Fault,0,3,1,1,1,2,1,3,3,0
70,1-WRIJ8Q,Caused By NTT,0,1,1,0,0,2,0,2,0,0
71,1-WRKNEP,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
72,1-WRIQ7I,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
73,1-WRI57N,Other_Fault,1,2,1,0,1,3,1,0,0,0
74,1-WRF8TF,Known_NTT Fault,0,1,2,0,1,4,1,3,0,0
75,1-WRGMAM,Clear While Localising,1,2,1,0,1,2,1,2,0,1
76,1-WRFH5P,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
77,1-WRE9LA,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
78,1-WREBT4,TM_CPE_STB_Cable_HDMI,0,2,1,0,1,2,1,1,0,2
79,1-WRALR8,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
80,1-WRC3YW,Caused By NTT,0,1,1,0,0,2,0,2,0,0
81,1-WRA7B6,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
82,1-WR9R1T,TM_IW Fiber Patch Cord,0,1,1,0,1,2,1,3,0,0
83,1-WR86BG,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
84,1-WR7PS6,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
85,1-WR42Q0,Premise Closed,1,2,1,0,1,2,1,2,0,1
86,1-WR52QX,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
87,1-WQX2YM,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,0
88,1-WQWP01,Caused By NTT,0,2,1,0,1,2,1,1,0,2
89,1-15VCYH3,Clear While Localising,0,3,1,1,1,2,1,3,3,0
90,1-15VFNC2,Clear While Localising,0,1,1,0,0,2,0,2,0,0
91,1-15VDDPX,Clear While Localising,0,1,1,0,1,3,1,1,0,0
92,1-15VDDLP,Clear While Localising,0,1,1,0,1,2,1,3,0,0
93,1-15VCYFE,Customer_Internal Wiring,1,2,1,0,1,3,1,0,0,0
94,1-15VDDNG,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
95,1-15VC7DQ,Clear While Localising,1,2,1,0,1,2,1,2,0,1
96,1-15VCYE1,Clear While Localising,0,4,1,0,1,2,1,1,0,1
97,1-15VH7LB,Clear While Localising,0,4,1,0,1,2,1,1,0,0
98,1-15VEXDA,Clear While Localising,0,2,1,0,1,2,1,1,0,2
99,1-15VG47D,Clear While Localising,0,3,1,1,1,2,1,3,3,0
100,1-15VD6SB,Clear While Localising,0,1,1,0,0,2,0,2,0,0
101,1-15VC0QE,Clear While Localising,0,1,1,0,1,3,1,1,0,0
102,1-15V88P5,Clear While Localising,0,1,1,0,1,2,1,3,0,0
103,1-15VGQQL,Clear While Localising,1,2,1,0,1,3,1,0,0,0
104,1-15VBDL6,Clear While Localising,0,1,2,0,1,4,1,3,0,0
105,1-15VA3YO,Planned Maintenance Work (PMW),1,2,1,0,1,2,1,2,0,1
106,1-15VALNC,Customer_Cancel TT,0,4,1,0,1,2,1,1,0,1
107,1-15VE0QK,Clear While Localising,0,4,1,0,1,2,1,1,0,0
108,1-15VDVCU,Clear While Localising,0,2,1,0,1,2,1,1,0,2
109,1-15VD6M2,Clear While Localising,0,3,1,1,1,2,1,3,3,0
110,1-15VCY6N,Clear While Localising,0,1,1,0,0,2,0,2,0,0
111,1-15VDC0J,Clear While Localising,0,1,1,0,1,3,1,1,0,0
112,1-15V88LU,Clear While Localising,0,1,1,0,1,2,1,3,0,0
113,1-15VDS3D,Clear While Localising,1,2,1,0,1,3,1,0,0,0
114,1-15VDBYF,Clear While Localising,0,1,2,0,1,4,1,3,0,0
115,1-15V3TW3,Clear While Localising,1,2,1,0,1,2,1,2,0,1
116,1-15VE0OX,Clear While Localising,0,4,1,0,1,2,1,1,0,1
117,1-15VDDGJ,Clear While Localising,0,4,1,0,1,2,1,1,0,0
118,1-15VCEZ6,Clear While Localising,0,2,1,0,1,2,1,1,0,2
119,1-15V9YFY,Clear While Localising,0,3,1,1,1,2,1,3,3,0
120,1-15VBDA4,Clear While Localising,0,1,1,0,0,2,0,2,0,0
121,1-15V8TT2,Clear While Localising,0,1,1,0,1,3,1,1,0,0
122,1-15VAFG0,Clear While Localising,0,1,1,0,1,2,1,3,0,0
123,1-15VD6GT,EQMT_GE port faulty,1,2,1,0,1,3,1,0,0,0
124,1-15V1PM1,Customer Defer Appointment,0,1,2,0,1,4,1,3,0,0
125,1-15VCS2M,TM_CPE_PG Faulty,1,2,1,0,1,2,1,2,0,1
126,1-15V5NLP,Clear While Localising,0,4,1,0,1,2,1,1,0,1
127,1-15VCETL,Clear While Localising,0,4,1,0,1,2,1,1,0,0
128,1-15V3TWB,Clear While Localising,0,2,1,0,1,2,1,1,0,2
129,1-15VALB4,ONU_Faulty,0,3,1,1,1,2,1,3,3,0
130,1-15VCRZA,Clear While Localising,0,1,1,0,0,2,0,2,0,0
131,1-15V707Q,Clear While Localising,0,1,1,0,1,3,1,1,0,0
132,1-15V95TY,Clear While Localising,0,1,1,0,1,2,1,3,0,0
133,1-15V8TOO,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
134,1-15V7LRN,Planned Maintenance Work (PMW),0,1,2,0,1,4,1,3,0,0
135,1-15V1PK3,Clear While Localising,1,2,1,0,1,2,1,2,0,1
136,1-15V704X,Clear While Localising,0,4,1,0,1,2,1,1,0,1
137,1-15V70Q5,Clear While Localising,0,4,1,0,1,2,1,1,0,0
138,1-15V7LP1,Clear While Localising,0,2,1,0,1,2,1,1,0,2
139,1-15V2BTM,Clear While Localising,0,3,1,1,1,2,1,3,3,0
140,1-15V8Q81,EQMT_GE port faulty,0,1,1,0,0,2,0,2,0,0
141,1-15VBD41,TM_CPE_PG Config Problem,0,1,1,0,1,3,1,1,0,0
142,1-15V70OW,Clear While Localising,0,1,1,0,1,2,1,3,0,0
143,1-15V67KP,TM_CPE_PG Config Problem,1,2,1,0,1,3,1,0,0,0
144,1-15V6ZZ5,Clear While Localising,0,1,2,0,1,4,1,3,0,0
145,1-15V7VDB,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
146,1-15VBD09,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,1
147,1-15V1PGJ,Clear While Localising,0,4,1,0,1,2,1,1,0,0
148,1-15V9Y1B,Clear While Localising,0,2,1,0,1,2,1,1,0,2
149,1-15V5NCN,Clear While Localising,0,3,1,1,1,2,1,3,3,0
150,1-15V5NBH,Clear While Localising,0,1,1,0,0,2,0,2,0,0
151,1-15V64IR,Clear While Localising,0,1,1,0,1,3,1,1,0,0
152,1-15V8M93,Clear While Localising,0,1,1,0,1,2,1,3,0,0
153,1-15V3TP0,Known_NTT Fault,1,2,1,0,1,3,1,0,0,0
154,1-15V8M9P,Planned Maintenance Work (PMW),0,1,2,0,1,4,1,3,0,0
155,1-15V6D18,TM_CPE_PG Config Problem,1,2,1,0,1,2,1,2,0,1
156,1-15V11L2,Clear While Localising,0,4,1,0,1,2,1,1,0,1
157,1-15V7LEB,Clear While Localising,0,4,1,0,1,2,1,1,0,0
158,1-15V77EW,Clear While Localising,0,2,1,0,1,2,1,1,0,2
159,1-15V64G5,Clear While Localising,0,3,1,1,1,2,1,3,3,0
160,1-15V6LBB,Clear While Localising,0,1,1,0,0,2,0,2,0,0
161,1-15V7597,Cabinet/SDF Jumper Faulty,0,1,1,0,1,3,1,1,0,0
162,1-15V7LAL,Known_NTT Fault,0,1,1,0,1,2,1,3,0,0
163,1-15V77AG,Customer Defer Appointment,1,2,1,0,1,3,1,0,0,0
164,1-15V6ZS4,Clear While Localising,0,1,2,0,1,4,1,3,0,0
165,1-15V7L6T,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
166,1-15V7L2Y,Clear While Localising,0,4,1,0,1,2,1,1,0,1
167,1-15V6ZOY,Clear While Localising,0,4,1,0,1,2,1,1,0,0
168,1-15V21U7,Clear While Localising,0,2,1,0,1,2,1,1,0,2
169,1-15V58QQ,Clear While Localising,0,3,1,1,1,2,1,3,3,0
170,1-15V6G2Z,TM_CPE_PG Config Problem,0,1,1,0,0,2,0,2,0,0
171,1-15V6M1F,Clear While Localising,0,1,1,0,1,3,1,1,0,0
172,1-15V21R9,Clear While Localising,0,1,1,0,1,2,1,3,0,0
173,1-15V2UUS,Clear While Localising,1,2,1,0,1,3,1,0,0,0
174,1-15V6KVY,Clear While Localising,0,1,2,0,1,4,1,3,0,0
175,1-15V6L1A,TM_CPE_PG Faulty,1,2,1,0,1,2,1,2,0,1
176,1-15V6LMB,Clear While Localising,0,4,1,0,1,2,1,1,0,1
177,1-15V11EQ,Clear While Localising,0,4,1,0,1,2,1,1,0,0
178,1-15V3TF7,Clear While Localising,0,2,1,0,1,2,1,1,0,2
179,1-15V6GDE,Clear While Localising,0,3,1,1,1,2,1,3,3,0
180,1-15V676P,Clear While Localising,0,1,1,0,0,2,0,2,0,0
181,1-15V6CEH,Clear While Localising,0,1,1,0,1,3,1,1,0,0
182,1-15V1G6A,Clear While Localising,0,1,1,0,1,2,1,3,0,0
183,1-15V3TCF,Clear While Localising,1,2,1,0,1,3,1,0,0,0
184,1-15V32X4,Other_Fault,0,1,2,0,1,4,1,3,0,0
185,1-15V5MXB,TM_CPE_PG Faulty,1,2,1,0,1,2,1,2,0,1
186,1-15V3T39,BRASNetwork_Failure,0,4,1,0,1,2,1,1,0,1
187,1-15V32V6,EQMT_GE port faulty,0,4,1,0,1,2,1,1,0,0
188,1-15V5BGS,Other_Fault,0,2,1,0,1,2,1,1,0,2
189,1-15V4UWT,Clear While Localising,0,3,1,1,1,2,1,3,3,0
190,1-15V45D9,Clear While Localising,0,1,1,0,0,2,0,2,0,0
191,1-15V3TB0,Clear While Localising,0,1,1,0,1,3,1,1,0,0
192,1-15V41VS,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
193,1-15V2UND,VDSL Modem Faulty,1,2,1,0,1,3,1,0,0,0
194,1-15V0VGD,Clear While Localising,0,1,2,0,1,4,1,3,0,0
195,1-15V2TYT,Customer Defer Appointment,1,2,1,0,1,2,1,2,0,1
196,1-15V272L,Clear While Localising,0,4,1,0,1,2,1,1,0,1
197,1-15UVEP1,Clear While Localising,0,4,1,0,1,2,1,1,0,0
198,1-15V1B1O,Customer Defer Appointment,0,2,1,0,1,2,1,1,0,2
199,1-15V0UYH,Customer Defer Appointment,0,3,1,1,1,2,1,3,3,0
200,1-15V1K9T,VDSL Modem Config Problem,0,1,1,0,0,2,0,2,0,0
201,1-15UZT6C,Other_Fault,0,1,1,0,1,3,1,1,0,0
202,1-15UZA7E,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
203,1-15UXAXJ,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
204,1-15UVEMA,EQMT_Control card hang,0,1,2,0,1,4,1,3,0,0
205,1-15UWKY9,MSAN_VDSL_Port_Inactive,1,2,1,0,1,2,1,2,0,1
206,1-15UVCVB,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
207,1-15UVI15,Customer Defer Appointment,0,4,1,0,1,2,1,1,0,0
208,1-15UTN8I,Cabinet/SDF Jumper Faulty,0,2,1,0,1,2,1,1,0,2
209,1-15UPNZQ,Clear While Localising,0,3,1,1,1,2,1,3,3,0
210,1-15UTDD7,EQMT_VLAN problem,0,1,1,0,0,2,0,2,0,0
211,1-15UTYED,EQMT_VLAN problem,0,1,1,0,1,3,1,1,0,0
212,1-15URHO7,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
213,1-15UKZDX,Clear While Localising,1,2,1,0,1,3,1,0,0,0
214,1-15UNTMX,TM_CPE_STB Faulty,0,1,2,0,1,4,1,3,0,0
215,1-15UMBHZ,Clear While Localising,1,2,1,0,1,2,1,2,0,1
216,1-15UFILV,Clear While Localising,0,4,1,0,1,2,1,1,0,1
217,1-15UIJJB,Customer_Internal Wiring,0,4,1,0,1,2,1,1,0,0
218,1-15UGLCX,TM_CPE_PG Faulty,0,2,1,0,1,2,1,1,0,2
219,1-15UCXU8,Drop Fiber Damage,0,3,1,1,1,2,1,3,3,0
220,1-15U8D5T,VDSL Modem Config Problem,0,1,1,0,0,2,0,2,0,0
221,1-15U6C5R,TM_FTB FASC Connector Faulty,0,1,1,0,1,3,1,1,0,0
222,1-15U6ETL,TM_CPE_PG Config Problem,0,1,1,0,1,2,1,3,0,0
223,1-15U4ZWT,Customer_Cancel TT,1,2,1,0,1,3,1,0,0,0
224,1-15TQHZ1,Clear While Localising,0,1,2,0,1,4,1,3,0,0
225,1-15TQTSH,User_Account,1,2,1,0,1,2,1,2,0,1
226,1-15TNS8C,MSAN patch cord at cabinet,0,4,1,0,1,2,1,1,0,1
227,1-15TNFYX,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,0
228,1-15TMPQI,TM_CPE_PG Faulty,0,2,1,0,1,2,1,1,0,2
229,1-15TL2G6,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
230,1-15TL2AD,Clear While Localising,0,1,1,0,0,2,0,2,0,0
231,1-15TKB4T,TM_CPE_PG Config Problem,0,1,1,0,1,3,1,1,0,0
232,1-15TGJVU,EQMT_Control card hang,0,1,1,0,1,2,1,3,0,0
233,1-15TH3O1,VDSL Modem Faulty,1,2,1,0,1,3,1,0,0,0
234,1-15TCN2V,ONU_Faulty,0,1,2,0,1,4,1,3,0,0
235,1-15TGJLO,Drop Fiber Damage,1,2,1,0,1,2,1,2,0,1
236,1-15TEFXB,TM_CPE_STB Faulty,0,4,1,0,1,2,1,1,0,1
237,1-15TCX4I,VDSL Modem Config Problem,0,4,1,0,1,2,1,1,0,0
238,1-15TCX29,TM_CPE_PG Faulty,0,2,1,0,1,2,1,1,0,2
239,1-15T92Q5,VDSL Modem Faulty,0,3,1,1,1,2,1,3,3,0
240,1-15TBAJV,TM_CPE_PG Faulty,0,1,1,0,0,2,0,2,0,0
241,1-15T8TB0,TM_CPE_PG_Wireless Coverage,0,1,1,0,1,3,1,1,0,0
242,1-15T8JIB,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
243,1-15T7W0A,Cust_PC Issue/Faulty,1,2,1,0,1,3,1,0,0,0
244,1-15T65PD,Cabinet/SDF Jumper Faulty,0,1,2,0,1,4,1,3,0,0
245,1-15T5KQZ,Clear While Localising,1,2,1,0,1,2,1,2,0,1
246,1-15T5U77,Clear While Localising,0,4,1,0,1,2,1,1,0,1
247,1-15T4J1M,FOC_E/S Core Break,0,4,1,0,1,2,1,1,0,0
248,1-15T65E0,User_Account,0,2,1,0,1,2,1,1,0,2
249,1-15T36OQ,VDSL Modem Faulty,0,3,1,1,1,2,1,3,3,0
