,trouble_ticket_id,Cause_code,acc,account,acct,acknowledge,active,address,addressing,advice,advise,advised
747,1-2T3S6Y2,Customer_Riser Faulty,0,4,1,0,1,2,1,1,0,0
748,1-2T40KSX,Clear While Localising,0,2,1,0,1,2,1,1,0,2
749,1-2T3P5IJ,TM_CPE_IW_RJ11 Faulty,0,3,1,1,1,2,1,3,3,0
750,1-2T3XG3A,VDSL Modem Faulty,0,1,1,0,0,2,0,2,0,0
751,1-2T3PR4Q,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
752,1-2T3EIDE,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
753,1-2T2SUZZ,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
754,1-2T2QXCU,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
755,1-2T2LO4A,Cust_PhoneWallSocketFaulty,1,2,1,0,1,2,1,2,0,1
756,1-2T1TP5F,EQMT_MSAN POTS card faulty,0,4,1,0,1,2,1,1,0,1
757,1-2T1SUD3,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,0
758,1-2T1ECJF,Cabinet/SDF Jumper Faulty,0,2,1,0,1,2,1,1,0,2
759,1-2T1D0AX,Clear While Localising,0,3,1,1,1,2,1,3,3,0
760,1-2T0V66T,Cabinet/SDF Jumper Faulty,0,1,1,0,0,2,0,2,0,0
761,1-2T0QUR7,AccessNetwork_Failure,0,1,1,0,1,3,1,1,0,0
762,1-2T18ZD3,FDP_FASC Connector Faulty,0,1,1,0,1,2,1,3,0,0
763,1-2T1667X,VDSL_Modem Power Adaptor,1,2,1,0,1,3,1,0,0,0
764,1-2T0IETG,Clear While Localising,0,1,2,0,1,4,1,3,0,0
765,1-2T0VN86,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
766,1-2T0O6K2,Clear While Localising,0,4,1,0,1,2,1,1,0,1
767,1-2T0KXMU,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,0
768,1-2T0CWGA,TM_CPE_PG Config Problem,0,2,1,0,1,2,1,1,0,2
769,1-2T06199,FDP_FASC Connector Faulty,0,3,1,1,1,2,1,3,3,0
770,1-2T035MF,TM_CPE_PG Hang,0,1,1,0,0,2,0,2,0,0
771,1-2T0582X,Customer_IW Copper,0,1,1,0,1,3,1,1,0,0
772,1-2T0324B,Clear While Localising,0,1,1,0,1,2,1,3,0,0
773,1-2T01XQU,Customer_Cancel TT,1,2,1,0,1,3,1,0,0,0
774,1-2SZNL6L,VDSL Modem Faulty,0,1,2,0,1,4,1,3,0,0
775,1-2SZREWU,Drop Fiber Damage,1,2,1,0,1,2,1,2,0,1
776,1-2SY0BYH,Clear While Localising,0,4,1,0,1,2,1,1,0,1
777,1-2SZQ0RE,Drop Fiber Damage,0,4,1,0,1,2,1,1,0,0
778,1-2SXEB6H,VDSL_Modem Power Adaptor,0,2,1,0,1,2,1,1,0,2
779,1-2SXNL3N,Clear While Localising,0,3,1,1,1,2,1,3,3,0
780,1-2SVT1MN,FDP_FASC Connector Faulty,0,1,1,0,0,2,0,2,0,0
781,1-2SXCS5V,Drop Fiber Damage,0,1,1,0,1,3,1,1,0,0
782,1-2SWPY11,Clear While Localising,0,1,1,0,1,2,1,3,0,0
783,1-2SX610T,EQMT_MSAN POTS card faulty,1,2,1,0,1,3,1,0,0,0
784,1-2SWPW8J,Drop Fiber Damage,0,1,2,0,1,4,1,3,0,0
785,1-2SX6GJH,VDSL Modem Faulty,1,2,1,0,1,2,1,2,0,1
786,1-2SWUSYP,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
787,1-2SWKP1X,Clear While Localising,0,4,1,0,1,2,1,1,0,0
788,1-2SWF4HO,PG_Faulty,0,2,1,0,1,2,1,1,0,2
789,1-2SWLOCS,Drop Fiber Damage,0,3,1,1,1,2,1,3,3,0
790,1-2SWC0ZH,TM_CPE_PG Faulty,0,1,1,0,0,2,0,2,0,0
791,1-2SW6C89,TM_CPE_STB Config Problem,0,1,1,0,1,3,1,1,0,0
792,1-2SW6CGW,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
793,1-2SW1M6F,TM_CPE_IW_RJ11 Faulty,1,2,1,0,1,3,1,0,0,0
794,1-2SVO6VR,TM_FTB Drop Fiber Core Break,0,1,2,0,1,4,1,3,0,0
795,1-2SVUEA1,VDSL Modem Faulty,1,2,1,0,1,2,1,2,0,1
796,1-2SVGK1K,TM_CPE_PG Hang,0,4,1,0,1,2,1,1,0,1
797,1-2SVJBF5,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,0
798,1-2SVBQZX,VDSL Modem Faulty,0,2,1,0,1,2,1,1,0,2
799,1-2SV3MUP,Clear While Localising,0,3,1,1,1,2,1,3,3,0
800,1-28E7H3R,Customer_Internal Wiring,0,1,1,0,0,2,0,2,0,0
801,1-28E2TIJ,Cabinet/SDF Jumper Faulty,0,1,1,0,1,3,1,1,0,0
802,1-28D938N,Customer Defer Appointment,0,1,1,0,1,2,1,3,0,0
803,1-28DVKUB,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
804,1-28DJMBX,Drop Fiber Damage,0,1,2,0,1,4,1,3,0,0
805,1-28D5I9M,ONU_Power Adaptor,1,2,1,0,1,2,1,2,0,1
806,1-28D4EWG,Clear While Localising,0,4,1,0,1,2,1,1,0,1
807,1-28D4EUS,EQMT_VLAN problem,0,4,1,0,1,2,1,1,0,0
808,1-28CYWV7,Customer_Internal Wiring,0,2,1,0,1,2,1,1,0,2
809,1-28D4ER6,Clear While Localising,0,3,1,1,1,2,1,3,3,0
810,1-28CV6RA,Customer_IW Internal Fiber,0,1,1,0,0,2,0,2,0,0
811,1-28CWFNO,EQMT_MSAN configuration lost,0,1,1,0,1,3,1,1,0,0
812,1-28CSTGL,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
813,1-28CV0JB,Cabinet/SDF Jumper Faulty,1,2,1,0,1,3,1,0,0,0
814,1-28CMPJ6,Customer Defer Appointment,0,1,2,0,1,4,1,3,0,0
815,1-28CV07Z,Customer Defer Appointment,1,2,1,0,1,2,1,2,0,1
816,1-28CISP2,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,1
817,1-28C6FK1,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,0
818,1-28CFESU,Customer Defer Appointment,0,2,1,0,1,2,1,1,0,2
819,1-28CE579,Cabinet/SDF Jumper Faulty,0,3,1,1,1,2,1,3,3,0
820,1-28CCO2E,VDSL Modem Config Problem,0,1,1,0,0,2,0,2,0,0
821,1-28C9Y7D,Customer_Not Reachable,0,1,1,0,1,3,1,1,0,0
822,1-28C51D4,MSAN patch cord at cabinet,0,1,1,0,1,2,1,3,0,0
823,1-28C89E3,VDSL_Modem Power Adaptor,1,2,1,0,1,3,1,0,0,0
824,1-28C77FN,Other_Fault,0,1,2,0,1,4,1,3,0,0
825,1-28C8T07,Cabinet/SDF Jumper Faulty,1,2,1,0,1,2,1,2,0,1
826,1-28C5BDX,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,1
827,1-28C5JTK,VDSL_Modem Power Adaptor,0,4,1,0,1,2,1,1,0,0
828,1-28C1WQX,Other_Fault,0,2,1,0,1,2,1,1,0,2
829,1-28B2F2L,EQMT_GE port faulty,0,3,1,1,1,2,1,3,3,0
830,1-28BUWLV,Customer_Not Reachable,0,1,1,0,0,2,0,2,0,0
831,1-28BP0UC,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
832,1-28BR57R,EQMT_GE port faulty,0,1,1,0,1,2,1,3,0,0
833,1-28AW2T4,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
834,1-28B1H9P,Other_Fault,0,1,2,0,1,4,1,3,0,0
835,1-28AYTH7,TM_FTB FASC Connector Faulty,1,2,1,0,1,2,1,2,0,1
836,1-28AZ446,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,1
837,1-28AX1NB,Drop Fiber Damage,0,4,1,0,1,2,1,1,0,0
838,1-28AVZ7Z,Cabinet/SDF Jumper Faulty,0,2,1,0,1,2,1,1,0,2
839,1-28AIA5J,Customer_Not Reachable,0,3,1,1,1,2,1,3,3,0
840,1-28AGN8R,EQMT_GE port faulty,0,1,1,0,0,2,0,2,0,0
841,1-28AAGCM,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
842,1-28AGHAQ,TM_CPE_STB Faulty,0,1,1,0,1,2,1,3,0,0
843,1-289MP29,VDSL Modem Faulty,1,2,1,0,1,3,1,0,0,0
844,1-289NOLJ,TM_CPE_IW_RJ11 Faulty,0,1,2,0,1,4,1,3,0,0
845,1-289ACBY,Clear While Localising,1,2,1,0,1,2,1,2,0,1
846,1-289ENNV,AccessNetwork_Failure,0,4,1,0,1,2,1,1,0,1
847,1-289HI7F,FOC_D/S Cable Damage,0,4,1,0,1,2,1,1,0,0
848,1-289MALL,FDP_FASC Connector Faulty,0,2,1,0,1,2,1,1,0,2
849,1-289NEBB,Cabinet/SDF Jumper Faulty,0,3,1,1,1,2,1,3,3,0
850,1-289JXF0,EQMT_GE port faulty,0,1,1,0,0,2,0,2,0,0
851,1-2897UY1,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
852,1-289ENH0,VDSL_Modem Power Adaptor,0,1,1,0,1,2,1,3,0,0
853,1-WM3GSM,Other_Fault,1,2,1,0,1,3,1,0,0,0
854,1-WM6OP6,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
855,1-WM51Y6,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
856,1-WM3O0W,Clear While Localising,0,4,1,0,1,2,1,1,0,1
857,1-WM24DC,Cust_PC Issue/Faulty,0,4,1,0,1,2,1,1,0,0
858,1-WM0I9E,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
859,1-WLYAFL,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
860,1-WLX14M,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
861,1-WLT4SG,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
862,1-WLVMV6,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
863,1-WLU9JE,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
864,1-WLUBML,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
865,1-WLQ4MJ,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
866,1-WLOXD2,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
867,1-WLOX4V,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
868,1-WLNJ20,Clear While Localising,0,2,1,0,1,2,1,1,0,2
869,1-WLN4GS,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
870,1-WLMV7W,TM_FTB FASC Connector Faulty,0,1,1,0,0,2,0,2,0,0
871,1-WLLBOG,TM_CPE_IW_RJ11 Faulty,0,1,1,0,1,3,1,1,0,0
872,1-WLJRZY,TM_CPE_IW_RJ11 Faulty,0,1,1,0,1,2,1,3,0,0
873,1-WLE2WY,ONU_Faulty,1,2,1,0,1,3,1,0,0,0
874,1-WLG71B,EQMT_GE port faulty,0,1,2,0,1,4,1,3,0,0
875,1-WLA72H,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
876,1-WL5OKE,Other_Fault,0,4,1,0,1,2,1,1,0,1
877,1-WL3U7M,TM_CPE_STB Faulty,0,4,1,0,1,2,1,1,0,0
878,1-WL2JE5,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
879,1-WL1NJ0,Cust_PhoneWallSocketFaulty,0,3,1,1,1,2,1,3,3,0
880,1-WKK4C5,Customer Defer Appointment,0,1,1,0,0,2,0,2,0,0
881,1-WKL3MC,Other_Fault,0,1,1,0,1,3,1,1,0,0
882,1-WKL18Z,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
883,1-WKC4ZD,Other_Fault,1,2,1,0,1,3,1,0,0,0
884,1-WKD3AF,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
885,1-WKFPG2,Other_Fault,1,2,1,0,1,2,1,2,0,1
886,1-WKFPD4,Customer Defer Appointment,0,4,1,0,1,2,1,1,0,1
887,1-WKG4HA,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
888,1-WKHMD2,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
889,1-WKHE2U,TM_CPE_IW_RJ11 Faulty,0,3,1,1,1,2,1,3,3,0
890,1-WKFGQJ,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
891,1-WKFJN4,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
892,1-WKH4OH,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
893,1-WKFGNA,Clear While Localising,1,2,1,0,1,3,1,0,0,0
894,1-WKC4BB,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
895,1-WKA3A8,TM_FTB FASC Connector Faulty,1,2,1,0,1,2,1,2,0,1
896,1-WKC42L,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
897,1-WKBXDB,EQMT_GE port faulty,0,4,1,0,1,2,1,1,0,0
898,1-WK95B8,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
899,1-WK9SCK,FOC_D/S Cable Damage,0,3,1,1,1,2,1,3,3,0
900,1-WKA8I4,Cabinet/SDF Jumper Faulty,0,1,1,0,0,2,0,2,0,0
901,1-WKA2QP,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
902,1-WK7SFJ,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
903,1-WK8HO1,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
904,1-WK7SB2,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
905,1-WK7S5J,TM_FTB FASC Connector Faulty,1,2,1,0,1,2,1,2,0,1
906,1-WK3AKK,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,1
907,1-WK5WJM,Customer_Internal Wiring,0,4,1,0,1,2,1,1,0,0
908,1-WK7168,EQMT_GE port faulty,0,2,1,0,1,2,1,1,0,2
909,1-WK58KV,EQMT_GE port faulty,0,3,1,1,1,2,1,3,3,0
910,1-WK58DK,Clear While Localising,0,1,1,0,0,2,0,2,0,0
911,1-WK3WPS,EQMT_GE port faulty,0,1,1,0,1,3,1,1,0,0
912,1-WK392E,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
913,1-WK2L6B,EQMT_GE port faulty,1,2,1,0,1,3,1,0,0,0
914,1-WK1728,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
915,1-WK3FF1,User_Account,1,2,1,0,1,2,1,2,0,1
916,1-WK23FS,FOC_Tie cable problem,0,4,1,0,1,2,1,1,0,1
917,1-WK38R9,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
918,1-WK0S0H,Cust_PC Issue/Faulty,0,2,1,0,1,2,1,1,0,2
919,1-WJZ4UO,TM_CPE_PG Faulty,0,3,1,1,1,2,1,3,3,0
920,1-WK1515,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
921,1-WJZ4R2,Clear While Localising,0,1,1,0,1,3,1,1,0,0
922,1-WK011R,FDP_FASC Connector Faulty,0,1,1,0,1,2,1,3,0,0
923,1-WJYNBA,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
924,1-WJZ8DH,Premise Closed,0,1,2,0,1,4,1,3,0,0
925,1-WJYB37,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
926,1-WJUZOI,Customer_Internal Wiring,0,4,1,0,1,2,1,1,0,1
927,1-WJUNP6,Other_Fault,0,4,1,0,1,2,1,1,0,0
928,1-WJP28C,Cabinet/SDF Jumper Faulty,0,2,1,0,1,2,1,1,0,2
929,1-WJNFF9,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
930,1-WJKXJ4,VDSL Modem Faulty,0,1,1,0,0,2,0,2,0,0
931,1-WJKYI4,ONU_Missing Config,0,1,1,0,1,3,1,1,0,0
932,1-WJKYE6,Premise Closed,0,1,1,0,1,2,1,3,0,0
933,1-WJKQR4,Other_Fault,1,2,1,0,1,3,1,0,0,0
934,1-WJH84A,Clear While Localising,0,1,2,0,1,4,1,3,0,0
935,1-WJGBMN,EQMT_GE port faulty,1,2,1,0,1,2,1,2,0,1
936,1-WJHD2C,Clear While Localising,0,4,1,0,1,2,1,1,0,1
937,1-WJHC93,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,0
938,1-R3ZQG8,Cabinet/SDF Jumper Faulty,0,2,1,0,1,2,1,1,0,2
939,1-R3MXVY,EQMT_GE port faulty,0,3,1,1,1,2,1,3,3,0
940,1-R3L890,Customer_Not Reachable,0,1,1,0,0,2,0,2,0,0
941,1-R3L83U,EQMT_GE port faulty,0,1,1,0,1,3,1,1,0,0
942,1-R3KPMJ,TM_CPE_PG Faulty,0,1,1,0,1,2,1,3,0,0
943,1-R3K9I9,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
944,1-R3EY9S,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
945,1-R3C4O7,TM_CPE_IW_RJ11 Faulty,1,2,1,0,1,2,1,2,0,1
946,1-R3C4KT,Clear While Localising,0,4,1,0,1,2,1,1,0,1
947,1-R3E9YT,EQMT_GE port faulty,0,4,1,0,1,2,1,1,0,0
948,1-R3E6ZA,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
949,1-R3ATUP,Other_Fault,0,3,1,1,1,2,1,3,3,0
950,1-R369NY,TM_CPE_DectPhone Faulty,0,1,1,0,0,2,0,2,0,0
951,1-R31YJG,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
952,1-R2YDU7,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
953,1-R2UMEI,TM_FTB FASC Connector Faulty,1,2,1,0,1,3,1,0,0,0
954,1-R2XIUK,Other_Fault,0,1,2,0,1,4,1,3,0,0
955,1-R2UM5Q,TM_CPE_PG Faulty,1,2,1,0,1,2,1,2,0,1
956,1-R2PTZK,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
957,1-R2OKHQ,Clear While Localising,0,4,1,0,1,2,1,1,0,0
958,1-R2MLX4,Clear While Localising,0,2,1,0,1,2,1,1,0,2
959,1-R2GHIT,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
960,1-R2J94Q,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
961,1-R2EP4M,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
962,1-R2DX82,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
963,1-R2BTDW,Other_Fault,1,2,1,0,1,3,1,0,0,0
964,1-R2D95O,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
965,1-R2CT8X,TM_CPE_DectPhone Faulty,1,2,1,0,1,2,1,2,0,1
966,1-R2BJU7,Other_Fault,0,4,1,0,1,2,1,1,0,1
967,1-R2AC33,PG_Faulty,0,4,1,0,1,2,1,1,0,0
968,1-R27DC5,TM_CPE_DectPhone Faulty,0,2,1,0,1,2,1,1,0,2
969,1-R2440C,Drop Fiber Damage,0,3,1,1,1,2,1,3,3,0
970,1-R223IE,TM_CPE_PG Config Problem,0,1,1,0,0,2,0,2,0,0
971,1-R222KH,Cust_PhoneWallSocketFaulty,0,1,1,0,1,3,1,1,0,0
972,1-R1ZF76,No Wireless Coverage,0,1,1,0,1,2,1,3,0,0
973,1-R1ZH0U,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
974,1-R1Z889,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
975,1-R1Z6GV,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
976,1-R1WHIP,TM_CPE_STB Hang,0,4,1,0,1,2,1,1,0,1
977,1-R1WJ7H,TM_CPE_PG Hang,0,4,1,0,1,2,1,1,0,0
978,1-R1XWC1,Customer_Cancel TT,0,2,1,0,1,2,1,1,0,2
979,1-R1VTC7,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
980,1-R1TC0Z,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
981,1-R1SRXF,Other_Fault,0,1,1,0,1,3,1,1,0,0
982,1-R1TTCH,TM_CPE_STB Hang,0,1,1,0,1,2,1,3,0,0
983,1-R1QSG0,Clear While Localising,1,2,1,0,1,3,1,0,0,0
984,1-R1SBIM,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
985,1-R1S9ZJ,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
986,1-R1NPUS,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,1
987,1-R1JHUS,FDP_Low Signal,0,4,1,0,1,2,1,1,0,0
988,1-R16PQX,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
989,1-R16R4U,Other_Fault,0,3,1,1,1,2,1,3,3,0
990,1-R16PNU,TM_CPE_PG Faulty,0,1,1,0,0,2,0,2,0,0
991,1-R10G4I,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
992,1-3F95O6K,Drop Fiber Damage,0,1,1,0,1,2,1,3,0,0
993,1-15T47IT,ONU_Faulty,1,2,1,0,1,3,1,0,0,0
994,1-15VBDA7,Clear While Localising,0,1,2,0,1,4,1,3,0,0
995,1-WRV0HB,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
996,1-WSSXNT,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
997,1-WTBMN8,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
998,1-WTGU26,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
999,1-WTJL9S,Clear While Localising,0,3,1,1,1,2,1,3,3,0
1000,1-WTM15E,Cabinet/SDF Jumper Faulty,0,1,1,0,0,2,0,2,0,0
